image_path,human_label,allowed_clip_labels,optional_text_boxes,optional_object_boxes,source,notes
raw/train2014/COCO_train2014_000000011519.jpg,horse,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[40, 119, 112, 140]]","[[21, 141, 280, 336]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.2617; n_text_boxes=1; caption=A horse is hooked up to a two-person carriage.
raw/train2014/COCO_train2014_000000011631.jpg,motorcycle,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[264, 621, 412, 640], [144, 621, 254, 636]]","[[149, 288, 305, 505]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.1242; n_text_boxes=2; caption=A motocross rider doing a trick while in the air
raw/train2014/COCO_train2014_000000011720.jpg,laptop,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[513, 167, 530, 217]]","[[33, 140, 252, 393]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.1804; n_text_boxes=1; caption=A man sitting with a laptop computer in his lap and feet on his desk.
raw/train2014/COCO_train2014_000000012044.jpg,cake,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[336, 408, 399, 429]]","[[157, 174, 443, 339]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.1536; n_text_boxes=1; caption=A woman cutting a sheet cake with a knife.
raw/train2014/COCO_train2014_000000012418.jpg,umbrella,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[251, 124, 283, 157], [270, 340, 330, 356], [261, 389, 337, 408]]","[[2, 205, 138, 320]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.0509; n_text_boxes=3; caption=A busy street with shops and a person carting an umbrella.
raw/train2014/COCO_train2014_000000013715.jpg,bicycle,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[117, 205, 141, 223], [100, 225, 139, 235]]","[[97, 323, 322, 460]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.184; n_text_boxes=2; caption=A bike parked next to a store near a traffic light.
raw/train2014/COCO_train2014_000000014319.jpg,suitcase,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[300, 412, 321, 469], [296, 278, 320, 353], [298, 360, 320, 409], [301, 527, 321, 568], [294, 180, 320, 274]]","[[12, 275, 279, 597]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.3168; n_text_boxes=5; caption=A large piece of luggage and other items next to a door.
raw/train2014/COCO_train2014_000000014698.jpg,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[181, 58, 193, 149]]","[[206, 112, 640, 288], [0, 153, 192, 321], [90, 131, 333, 241]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.2589; n_text_boxes=1; caption=A beautiful blonde woman rides a skateboard across a busy street.
raw/train2014/COCO_train2014_000000015816.jpg,motorcycle,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[4, 1, 244, 36]]","[[84, 134, 560, 313]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.3118; n_text_boxes=1; caption=A man riding a red and white motorcycle on a race track.
raw/train2014/COCO_train2014_000000019202.jpg,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[313, 183, 358, 255]]","[[96, 279, 268, 375]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.0881; n_text_boxes=1; caption=A No Parking street sign has been turned upside down and ignored.
raw/train2014/COCO_train2014_000000020039.jpg,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[358, 25, 380, 59]]","[[78, 66, 608, 350]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.5521; n_text_boxes=1; caption=An old blue truck has its hood open.
raw/train2014/COCO_train2014_000000020651.jpg,pizza,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[316, 2, 367, 34]]","[[131, 175, 357, 283]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.1059; n_text_boxes=1; caption=Four girls holding on to a tray of pizza.
raw/train2014/COCO_train2014_000000021531.jpg,pizza,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[-2, 235, 90, 331]]","[[26, 283, 480, 554]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.4005; n_text_boxes=1; caption=a pizza is sitting on a table with other foods
raw/train2014/COCO_train2014_000000023107.jpg,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[532, 450, 622, 466]]","[[73, 22, 639, 453]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.7941; n_text_boxes=1; caption=An orange and green double decker bus driving down a street.
raw/train2014/COCO_train2014_000000024792.jpg,train,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[39, 384, 72, 401]]","[[0, 141, 506, 342]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.3722; n_text_boxes=1; caption=A white passenger train is at a loading dock.
raw/train2014/COCO_train2014_000000024923.jpg,train,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[416, 5, 496, 23], [365, 5, 412, 23], [322, 5, 362, 23]]","[[64, 105, 343, 215]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.1849; n_text_boxes=3; caption=A train is going through a train track switch.
raw/train2014/COCO_train2014_000000026362.jpg,umbrella,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[255, 81, 277, 141], [340, 153, 436, 246], [398, 205, 453, 247]]","[[59, 139, 229, 293]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.0799; n_text_boxes=3; caption=A woman holding an umbrella and making a purchase from a vending machine
raw/train2014/COCO_train2014_000000027370.jpg,banana,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[2, 276, 72, 300], [0, 49, 55, 72], [29, 58, 102, 85], [105, 46, 165, 72], [51, 337, 107, 370], [288, 380, 386, 424], [98, 348, 127, 368]]","[[425, 24, 640, 248], [502, 127, 640, 334], [256, 57, 383, 186]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.1758; n_text_boxes=7; caption=A bunch of bananas on white tray next to boxes and bags.
raw/train2014/COCO_train2014_000000028336.jpg,motorcycle,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[201, 625, 289, 637], [296, 624, 414, 640]]","[[73, 246, 321, 550]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.2765; n_text_boxes=2; caption=A person wearing safety equipment riding a dirt bike.
raw/train2014/COCO_train2014_000000028750.jpg,pizza,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[356, 612, 561, 637], [582, 614, 634, 633]]","[[144, 260, 567, 528]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.2768; n_text_boxes=2; caption=a plate with a salad in a bowl some meat and some sauce
raw/train2014/COCO_train2014_000000029616.jpg,bird,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[463, 385, 531, 411], [566, 391, 621, 409], [425, 385, 455, 411]]","[[202, 166, 534, 334]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.2041; n_text_boxes=3; caption=The small bird is perched at the top of the tree.
raw/train2014/COCO_train2014_000000033341.jpg,sandwich,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[573, 237, 617, 257]]","[[372, 94, 563, 315], [203, 46, 388, 207]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.1556; n_text_boxes=1; caption=A sandwich and a salad on a plate.
raw/train2014/COCO_train2014_000000033471.jpg,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[484, 466, 598, 477]]","[[90, 28, 447, 369]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.3963; n_text_boxes=1; caption=A white and red bus driving down a city street.
raw/train2014/COCO_train2014_000000033820.jpg,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[60, 228, 103, 262]]","[[246, 231, 521, 397]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.1674; n_text_boxes=1; caption=A white bus driving under a traffic light next to a park.
raw/train2014/COCO_train2014_000000033841.jpg,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[512, 176, 532, 286], [376, 264, 438, 277]]","[[360, 280, 640, 358], [72, 227, 319, 305]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.0711; n_text_boxes=2; caption=A truck towing a trailer loaded with a large item.
raw/train2014/COCO_train2014_000000034285.jpg,horse,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[489, 319, 549, 339], [504, 341, 614, 368]]","[[119, 257, 281, 421], [372, 280, 477, 421]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.0974; n_text_boxes=2; caption=Several men are seen riding horses while people are standing nearby on foot behind barriers.
raw/train2014/COCO_train2014_000000036068.jpg,orange,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[430, 110, 474, 133]]","[[240, 155, 614, 340]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.2779; n_text_boxes=1; caption=A display in  a farmers marked filled with lots of oranges.
raw/train2014/COCO_train2014_000000036622.jpg,vase,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[117, 415, 187, 431], [283, 384, 342, 402]]","[[0, 49, 161, 240]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.1001; n_text_boxes=2; caption=Twelve hot dogs with buns and condiments sit on a tray near a bowl of soft drinks.
raw/train2014/COCO_train2014_000000036639.jpg,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[512, 78, 579, 116], [516, 3, 565, 28]]","[[2, 130, 448, 406], [16, 131, 443, 394]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.4526; n_text_boxes=2; caption=A van and some cars parked in the street by a stop sign.
raw/train2014/COCO_train2014_000000037857.jpg,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[78, 469, 118, 497]]","[[0, 9, 342, 393], [35, 353, 132, 461]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.7462; n_text_boxes=1; caption=Group of signs plastered on the back of a truck door.
raw/train2014/COCO_train2014_000000041730.jpg,broccoli,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[157, 6, 228, 67], [102, -1, 150, 18]]","[[148, 207, 295, 422], [28, 42, 165, 184], [73, 0, 235, 114]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.1029; n_text_boxes=2; caption=a trey with some food inside of it
raw/train2014/COCO_train2014_000000041913.jpg,banana,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[512, 51, 570, 73], [501, 0, 593, 51]]","[[143, 315, 350, 468], [341, 356, 541, 480], [297, 219, 474, 352], [474, 188, 635, 300], [137, 208, 282, 329]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.1031; n_text_boxes=2; caption=A checkered cloth with bunches of bananas on it.
raw/train2014/COCO_train2014_000000043813.jpg,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[7, 570, 55, 608], [23, 434, 82, 470]]","[[24, 173, 463, 365], [26, 439, 170, 630]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.2744; n_text_boxes=2; caption=A man standing in the street smiling wearing a tie
raw/train2014/COCO_train2014_000000044247.jpg,cake,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[303, 88, 376, 114], [238, 26, 283, 49], [242, 54, 362, 80], [62, 194, 120, 208], [283, 26, 346, 49], [19, 183, 76, 195], [228, 85, 299, 108]]","[[248, 219, 421, 318]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.0695; n_text_boxes=7; caption=Three plates filled with cakes and muffins on a  table.
raw/train2014/COCO_train2014_000000044960.jpg,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[227, 312, 418, 360], [28, 351, 349, 441]]","[[0, 55, 174, 268]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.1319; n_text_boxes=2; caption=Double decker buses drive down an urban street.
raw/train2014/COCO_train2014_000000046260.jpg,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[53, 26, 223, 80]]","[[66, 71, 605, 434]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.645; n_text_boxes=1; caption=Red truck with a blue tarp covering the bed of it.
raw/train2014/COCO_train2014_000000047451.jpg,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[161, 145, 196, 156], [148, 61, 180, 74], [163, 47, 207, 62], [181, 63, 223, 77]]","[[208, 341, 374, 500], [0, 348, 139, 499]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.1411; n_text_boxes=4; caption=Two blue parking meters sitting on a sidewalk.
raw/train2014/COCO_train2014_000000048441.jpg,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,"[[490, 370, 634, 388]]","[[32, 72, 610, 376]]",coco_text_cic,coco_text_set=val; dominant_area_frac=0.6968; n_text_boxes=1; caption=A work truck is parked outside of a large garage.
