example_id,image_path,human_label,target_label,allowed_clip_labels,original_prediction_label,original_confidence,original_is_target,original_correct,high_confidence_failure,target_prob_orig,target_rank_orig,distractor_label,distractor_present,distractor_prob_orig,distractor_rank_orig,best_operator,post_prediction_label,post_is_target,target_prob_post,target_rank_post,distractor_prob_post,pairwise_margin_orig,pairwise_margin_post,margin_improved,oracle_improves_target_prob,oracle_improves_target_rank,oracle_decreases_distractor,oracle_recovers_top1,oracle_recovers_top3,oracle_recovers_top5,oracle_top5_or_pairwise,strong_pairwise_improvement,text_object_iou,n_text_boxes,n_object_boxes,n_dominant_objects,target_area_frac,max_text_area_frac,passes_ambiguity,is_directional_failure,is_strict_oracle_repairable,in_clean_subset
22,,pizza,pizza,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,pizza,0.999956488609314,True,True,False,0.999956488609314,1,donut,False,1.2678535313170869e-05,2,expanded_blur_1.25,pizza,True,0.9999701976776123,1,4.856138730247039e-06,0.9999438100740008,0.9999653415388821,True,False,False,False,True,True,True,True,False,0.023039262743592206,1,1,1,0.3971619897959184,0.027622767857142856,True,False,False,True
23,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9995222091674805,True,True,False,0.9995222091674805,1,truck,False,0.000356633507180959,2,expanded_gray_fill_1.25,bus,True,0.9996579885482788,1,0.0002641208120621741,0.9991655756602995,0.9993938677362166,True,False,False,False,True,True,True,True,False,0.0007753101240496198,1,1,1,0.7931680484693877,0.004324776785714286,True,False,False,True
25,,train,train,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,train,0.9982101917266846,True,True,False,0.9982101917266846,1,orange,False,0.000691945489961654,2,expanded_blur_1.25,train,True,0.9990758895874023,1,0.00031499151373282075,0.9975182462367229,0.9987608980736695,True,False,False,False,True,True,True,True,False,0.0,3,1,1,0.18684231505102042,0.00860969387755102,True,False,False,True
28,,motorcycle,motorcycle,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,motorcycle,0.9942957758903503,True,True,False,0.9942957758903503,1,bicycle,False,0.004402304533869028,2,gaussian_blur,motorcycle,True,0.9949709177017212,1,0.004068600479513407,0.9898934713564813,0.9909023172222078,True,False,False,False,True,True,True,True,False,0.0,2,1,1,0.27463329081632654,0.00741390306122449,True,False,False,True
29,,pizza,pizza,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,sandwich,0.9370135068893433,False,False,True,0.040362048894166946,2,sandwich,False,0.9370135068893433,1,gray_fill,sandwich,False,0.2046683430671692,2,0.7714958786964417,-0.8966514579951763,-0.5668275356292725,True,True,False,True,False,True,True,True,True,0.0,2,1,1,0.27431441326530615,0.011479591836734694,True,True,True,True
30,,bird,bird,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bird,0.9999784231185913,True,True,False,0.9999784231185913,1,bottle,False,8.569004421588033e-06,2,gaussian_blur,bird,True,0.9999716281890869,1,1.1219090993108694e-05,0.9999698541141697,0.9999604090980938,False,False,False,False,True,True,True,True,False,0.0,3,1,1,0.20344387755102042,0.006417410714285714,True,False,False,True
32,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9997770190238953,True,True,False,0.9997770190238953,1,truck,False,0.0001595838984940201,2,gaussian_blur,bus,True,0.9997416138648987,1,0.00019181412062607706,0.9996174351254012,0.9995497997442726,False,False,False,False,True,True,True,True,False,0.0,1,1,1,0.39610570790816324,0.003985969387755102,True,False,False,True
33,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9995766282081604,True,True,False,0.9995766282081604,1,train,False,0.0002874606288969517,2,expanded_gray_fill_1.25,bus,True,0.9996346235275269,1,0.00025145383551716805,0.9992891675792634,0.9993831696920097,True,False,False,False,True,True,True,True,False,0.0,1,1,1,0.16645408163265307,0.005381058673469388,True,False,False,True
36,,orange,orange,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,orange,0.9963456988334656,True,True,False,0.9963456988334656,1,carrot,False,0.0018307931022718549,2,gaussian_blur,orange,True,0.9968881011009216,1,0.0012268031714484096,0.9945149057311937,0.9956612979294732,True,False,False,False,True,True,True,True,False,0.0,1,1,1,0.27463329081632654,0.0038863201530612247,True,False,False,True
37,,vase,vase,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,hot dog,0.9943733215332031,False,False,True,7.474545782315545e-06,9,hot dog,False,0.9943733215332031,1,gray_fill,hot dog,False,2.4215531084337272e-05,9,0.9896624088287354,-0.9943658469874208,-0.989638193297651,True,False,False,False,False,False,False,False,False,0.0,2,1,1,0.10044642857142858,0.003985969387755102,True,False,False,True
39,,truck,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,truck,0.9725176095962524,True,True,False,0.9725176095962524,1,bus,False,0.024838155135512352,2,gray_fill,truck,True,0.9769441485404968,1,0.01885310374200344,0.9476794544607401,0.9580910447984934,True,False,False,False,True,True,True,True,False,0.0,1,2,1,0.7438616071428571,0.006218112244897959,True,False,False,True
40,,broccoli,broccoli,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cup,0.4914773404598236,False,False,False,0.009183843620121479,8,cup,False,0.4914773404598236,1,gray_fill,cup,False,0.010760905221104622,9,0.47188249230384827,-0.48229349683970213,-0.46112158708274364,True,False,False,True,False,False,False,False,False,0.2399867593512082,2,3,1,0.10363520408163265,0.014449139030612245,True,False,False,True
42,,truck,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.532356858253479,False,False,False,0.1265348643064499,4,bus,False,0.532356858253479,1,expanded_gray_fill_1.25,bus,False,0.04370581731200218,4,0.7040454745292664,-0.4058219939470291,-0.6603396572172642,False,False,False,False,False,False,True,True,False,0.06262316619224874,2,2,1,0.2737364477040816,0.007254464285714286,True,False,False,True
44,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9987249970436096,True,True,False,0.9987249970436096,1,bicycle,False,0.0006478730938397348,2,expanded_gray_fill_1.25,bus,True,0.9984115362167358,1,0.00045226194197312,0.9980771239497699,0.9979592742747627,False,False,False,False,True,True,True,True,False,0.0,2,1,1,0.1291454081632653,0.1035953443877551,True,False,False,True
45,,truck,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,truck,0.9996064305305481,True,True,False,0.9996064305305481,1,bus,False,0.00032713808468542993,2,expanded_gray_fill_1.25,truck,True,0.9997182488441467,1,0.00021206946985330433,0.9992792924458627,0.9995061793742934,True,False,False,False,True,True,True,True,False,0.006544502617801047,1,1,1,0.6444515306122449,0.029894770408163265,True,False,False,True
47,,truck,truck,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,truck,0.9963142275810242,True,True,False,0.9963142275810242,1,car,False,0.0034569522831588984,2,expanded_blur_1.25,truck,True,0.995032787322998,1,0.004747852683067322,0.9928572752978653,0.9902849346399307,False,False,False,False,True,True,True,True,False,0.003567383918459796,1,1,1,0.6964684311224489,0.009964923469387755,True,False,False,True
48,,airplane,airplane,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,airplane,0.9996500015258789,True,True,False,0.9996500015258789,1,car,False,0.00019792596867773682,2,expanded_gray_fill_1.25,airplane,True,0.9996424913406372,1,0.0002427798171993345,0.9994520755572012,0.9993997115234379,False,False,False,False,True,True,True,True,False,0.0,1,1,1,0.41466039540816324,0.0034677933673469387,True,False,False,True
51,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.9997556805610657,True,True,False,0.9997556805610657,1,train,False,0.00011251922842347994,2,expanded_gray_fill_1.25,bus,True,0.999782145023346,1,0.00010543561074882746,0.9996431613326422,0.9996767094125971,True,False,False,False,True,True,True,True,False,0.0,1,2,1,0.3522201849489796,0.010522959183673469,True,False,False,True
53,,bird,bird,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bird,0.999620795249939,True,True,False,0.999620795249939,1,bear,False,0.0001255056558875367,2,expanded_blur_1.25,bird,True,0.9998737573623657,1,3.1945874070515856e-05,0.9994952895940514,0.9998418114882952,True,False,False,False,True,True,True,True,False,0.0,1,1,1,0.23301977040816327,0.008131377551020409,True,False,False,True
56,,cow,cow,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,horse,0.8614065647125244,False,False,True,0.1251000314950943,2,horse,False,0.8614065647125244,1,gaussian_blur,horse,False,0.23419669270515442,2,0.761472225189209,-0.7363065332174301,-0.5272755324840546,True,True,False,True,False,True,True,True,True,0.0,1,1,1,0.11826371173469388,0.012914540816326531,True,True,True,True
60,,vase,vase,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,vase,0.9957697987556458,True,True,False,0.9957697987556458,1,cup,False,0.002708911895751953,2,gaussian_blur,vase,True,0.9970827698707581,1,0.0021718605421483517,0.9930608868598938,0.9949109093286097,True,False,False,False,True,True,True,True,False,0.0,3,1,1,0.1438934948979592,0.018534757653061226,True,False,False,True
64,,car,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.6634423732757568,False,False,False,0.21173569560050964,2,bus,False,0.6634423732757568,1,expanded_blur_1.25,bus,False,0.2204858809709549,2,0.6510806679725647,-0.4517066776752472,-0.4305947870016098,True,False,False,True,False,True,True,True,False,0.0,2,1,1,0.10909598214285714,0.0047831632653061226,True,False,False,True
66,,sandwich,sandwich,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,sandwich,0.9985622763633728,True,True,False,0.9985622763633728,1,hot dog,False,0.0010658656246960163,2,expanded_gray_fill_1.25,sandwich,True,0.9993475079536438,1,0.00048151781084015965,0.9974964107386768,0.9988659901428036,True,False,False,False,True,True,True,True,False,0.0,1,1,1,0.46817203443877553,0.0564811862244898,True,False,False,True
67,,cell phone,cell phone,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cell phone,0.9979052543640137,True,True,False,0.9979052543640137,1,car,False,0.0007331155939027667,2,expanded_gray_fill_1.25,cell phone,True,0.9979094862937927,1,0.00040704236016608775,0.9971721387701109,0.9975024439336266,True,False,False,False,True,True,True,True,False,0.0,3,1,1,0.11184630102040816,0.0667251275510204,True,False,False,True
70,,bus,bus,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,bus,0.999666690826416,True,True,False,0.999666690826416,1,car,False,0.0001754877739585936,2,expanded_gray_fill_1.25,bus,True,0.999687671661377,1,0.00016818974108900875,0.9994912030524574,0.9995194819202879,True,False,False,False,True,True,True,True,False,0.06476190476190476,1,2,1,0.48963647959183676,0.004065688775510204,True,False,False,True
72,,hot dog,hot dog,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,hot dog,0.9580488801002502,True,True,False,0.9580488801002502,1,sandwich,False,0.03757980838418007,2,gray_fill,hot dog,True,0.9501720070838928,1,0.045512404292821884,0.9204690717160702,0.9046596027910709,False,False,False,False,True,True,True,True,False,0.03487647913639195,2,1,1,0.18403220663265307,0.014668367346938776,True,False,False,True
75,,teddy bear,teddy bear,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,teddy bear,0.9327704310417175,True,True,False,0.9327704310417175,1,bear,False,0.058142464607954025,2,expanded_gray_fill_1.25,teddy bear,True,0.9523141980171204,1,0.03966405615210533,0.8746279664337635,0.912650141865015,True,True,False,True,True,True,True,True,False,0.0,1,1,1,0.24483816964285715,0.014170121173469387,True,False,False,True
76,,orange,orange,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,donut,0.42927631735801697,False,False,False,0.25907236337661743,2,donut,False,0.42927631735801697,1,gaussian_blur,orange,True,0.3996632695198059,1,0.2203095555305481,-0.17020395398139954,0.1793537139892578,True,True,True,True,True,True,True,True,True,0.005660377358490566,4,1,1,0.17936862244897958,0.012555803571428572,True,True,True,True
77,,car,car,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,backpack,0.38580092787742615,False,False,False,0.35440850257873535,2,backpack,False,0.38580092787742615,1,expanded_blur_1.25,car,True,0.4811670184135437,1,0.2976650297641754,-0.031392425298690796,0.1835019886493683,True,True,True,True,True,True,True,True,True,0.0,2,2,1,0.4915098852040816,0.012555803571428572,True,True,True,True
80,,train,train,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,train,0.9880328178405762,True,True,False,0.9880328178405762,1,bus,False,0.00999996904283762,2,gaussian_blur,train,True,0.9875162839889526,1,0.010643528774380684,0.9780328487977386,0.976872755214572,False,False,False,False,True,True,True,True,False,0.0,3,1,1,0.34157764668367346,0.014748086734693877,True,False,False,True
85,,pizza,pizza,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,pizza,0.999942421913147,True,True,False,0.999942421913147,1,cake,False,2.1903564629610628e-05,2,gaussian_blur,pizza,True,0.9999427795410156,1,2.2560190700460225e-05,0.9999205183485174,0.9999202193503152,False,False,False,False,True,True,True,True,False,0.0,1,1,1,0.12137276785714286,0.005082110969387755,True,False,False,True
86,,cake,cake,airplane|apple|backpack|banana|bear|bicycle|bird|boat|bottle|broccoli|bus|cake|car|carrot|cat|cell phone|clock|cow|cup|dog|donut|elephant|giraffe|horse|hot dog|laptop|motorcycle|orange|pizza|sandwich|sheep|suitcase|teddy bear|train|truck|umbrella|vase|zebra,cake,0.9525209069252014,True,True,False,0.9525209069252014,1,sandwich,False,0.020678233355283737,2,expanded_blur_1.25,cake,True,0.9717365503311157,1,0.01346447691321373,0.9318426735699177,0.958272073417902,True,True,False,False,True,True,True,True,False,0.017555059048834983,2,1,1,0.4608577806122449,0.04743303571428571,True,False,False,True
