method,method_available,oracle_upper_bound,post_pred_label,strict_correct,alias_correct,target_prob_orig,target_prob_post,target_rank_orig,target_rank_post,distractor_prob_orig,distractor_prob_post,pairwise_margin_orig,pairwise_margin_post,target_prob_improved,target_prob_gain,target_rank_improved,distractor_prob_decreased,pairwise_recovered,recovers_top3,recovers_top5,example_id,human_label,original_strict_correct,original_alias_correct,high_confidence_failure,oracle_operator
ocr_proposal_repair,True,False,suitcase,False,False,0.05204456299543381,0.04453730955719948,3,3.0,0.4972953796386719,0.6902564764022827,-0.44525081664323807,-0.6457191668450832,False,-0.007507253438234329,False,False,False,True,True,0,backpack,False,False,False,
original_clip_prediction,True,False,pizza,True,True,0.9998459815979004,0.9998459815979004,1,1.0,6.188487895997241e-05,6.188487895997241e-05,0.9997840967189404,0.9997840967189404,False,0.0,False,False,False,True,True,1,pizza,True,True,False,
oracle_text_box_repair,True,True,pizza,True,True,0.9998459815979004,0.9998370409011841,1,1.0,6.188487895997241e-05,5.9702189901145175e-05,0.9997840967189404,0.9997773387112829,False,-8.940696716308594e-06,False,False,False,True,True,1,pizza,True,True,False,expanded_gray_fill_1.25
oracle_best_global_op,True,True,pizza,True,True,0.9998459815979004,0.9998370409011841,1,1.0,6.188487895997241e-05,5.970264828647487e-05,0.9997840967189404,0.9997773382528976,False,-8.940696716308594e-06,False,False,False,True,True,1,pizza,True,True,False,
cic_top1_repair_excl_ocr,True,False,pizza,True,True,0.9998459815979004,0.9997956156730652,1,1.0,6.188487895997241e-05,6.341210973914713e-05,0.9997840967189404,0.999732203563326,False,-5.036592483520508e-05,False,False,False,True,True,1,pizza,True,True,False,
cic_top3_repair_excl_ocr,True,False,pizza,True,True,0.9998459815979004,0.9997808337211609,1,1.0,6.188487895997241e-05,6.951948186421457e-05,0.9997840967189404,0.9997113142392967,False,-6.514787673950195e-05,False,False,False,True,True,1,pizza,True,True,False,
cic_top1_repair_incl_ocr,True,False,pizza,True,True,0.9998459815979004,0.9997956156730652,1,1.0,6.188487895997241e-05,6.341210973914713e-05,0.9997840967189404,0.999732203563326,False,-5.036592483520508e-05,False,False,False,True,True,1,pizza,True,True,False,
cic_top3_repair_incl_ocr,True,False,pizza,True,True,0.9998459815979004,0.9997808337211609,1,1.0,6.188487895997241e-05,6.951948186421457e-05,0.9997840967189404,0.9997113142392967,False,-6.514787673950195e-05,False,False,False,True,True,1,pizza,True,True,False,
cic_top1_best_global_op_excl_ocr,True,False,pizza,True,True,0.9998459815979004,0.999792754650116,1,1.0,6.188487895997241e-05,4.1991461330326274e-05,0.9997840967189404,0.9997507631887856,False,-5.322694778442383e-05,False,False,False,True,True,1,pizza,True,True,False,
matched_random_proposal_repair,True,False,pizza,True,True,0.9998459815979004,0.9999456405639648,1,1.0,6.188487895997241e-05,2.1824358555022627e-05,0.9997840967189404,0.9999238162054098,False,9.965896606445312e-05,False,False,True,True,True,1,pizza,True,True,False,
largest_region_repair,True,False,pizza,True,True,0.9998459815979004,0.9997956156730652,1,1.0,6.188487895997241e-05,6.341210973914713e-05,0.9997840967189404,0.999732203563326,False,-5.036592483520508e-05,False,False,False,True,True,1,pizza,True,True,False,
ocr_proposal_repair,True,False,pizza,True,True,0.9998459815979004,0.9998151659965515,1,1.0,6.188487895997241e-05,6.686386041110381e-05,0.9997840967189404,0.9997483021361404,False,-3.081560134887695e-05,False,False,False,True,True,1,pizza,True,True,False,
original_clip_prediction,True,False,hot dog,False,False,4.825031737709651e-06,4.825031737709651e-06,9,9.0,0.9678996205329895,0.9678996205329895,-0.9678947955012518,-0.9678947955012518,False,0.0,False,False,False,False,False,2,bottle,False,False,True,
oracle_text_box_repair,True,True,hot dog,False,False,4.825031737709651e-06,5.2074883569730446e-06,9,11.0,0.9678996205329895,0.9457377791404724,-0.9678947955012518,-0.9457325716521154,False,3.824566192633938e-07,False,True,False,False,False,2,bottle,False,False,True,expanded_gray_fill_1.25
oracle_best_global_op,True,True,hot dog,False,False,4.825031737709651e-06,5.207508365856484e-06,9,11.0,0.9678996205329895,0.9457377791404724,-0.9678947955012518,-0.9457325716321066,False,3.824766281468328e-07,False,True,False,False,False,2,bottle,False,False,True,
cic_top1_repair_excl_ocr,True,False,hot dog,False,False,4.825031737709651e-06,5.072316525911447e-06,9,11.0,0.9678996205329895,0.9475057721138,-0.9678947955012518,-0.9475006997972741,False,2.472847882017959e-07,False,True,False,False,False,2,bottle,False,False,True,
cic_top3_repair_excl_ocr,True,False,hot dog,False,False,4.825031737709651e-06,5.931423402216751e-06,9,10.0,0.9678996205329895,0.9483697215716044,-0.9678947955012518,-0.9483637901482022,False,1.1063916645071004e-06,False,True,False,False,False,2,bottle,False,False,True,
cic_top1_repair_incl_ocr,True,False,hot dog,False,False,4.825031737709651e-06,5.072316525911447e-06,9,11.0,0.9678996205329895,0.9475057721138,-0.9678947955012518,-0.9475006997972741,False,2.472847882017959e-07,False,True,False,False,False,2,bottle,False,False,True,
cic_top3_repair_incl_ocr,True,False,hot dog,False,False,4.825031737709651e-06,5.931423402216751e-06,9,10.0,0.9678996205329895,0.9483697215716044,-0.9678947955012518,-0.9483637901482022,False,1.1063916645071004e-06,False,True,False,False,False,2,bottle,False,False,True,
cic_top1_best_global_op_excl_ocr,True,False,hot dog,False,False,4.825031737709651e-06,2.3138252799981274e-05,9,7.0,0.9678996205329895,0.9083778858184814,-0.9678947955012518,-0.9083547475656815,False,1.8313221062271623e-05,True,True,False,False,False,2,bottle,False,False,True,
matched_random_proposal_repair,True,False,hot dog,False,False,4.825031737709651e-06,6.429810582631035e-06,9,9.0,0.9678996205329895,0.9663771390914917,-0.9678947955012518,-0.9663707092809091,False,1.604778844921384e-06,False,False,False,False,False,2,bottle,False,False,True,
largest_region_repair,True,False,hot dog,False,False,4.825031737709651e-06,1.7941089026862755e-05,9,8.0,0.9678996205329895,0.9643063545227051,-0.9678947955012518,-0.9642884134336782,False,1.3116057289153105e-05,True,False,False,False,False,2,bottle,False,False,True,
ocr_proposal_repair,False,False,,,,4.825031737709651e-06,,9,,0.9678996205329895,,-0.9678947955012518,,,,,,,,,2,bottle,False,False,True,
original_clip_prediction,True,False,horse,True,True,0.7461580038070679,0.7461580038070679,1,1.0,0.09853358566761017,0.09853358566761017,0.6476244181394577,0.6476244181394577,False,0.0,False,False,False,True,True,3,horse,True,True,False,
oracle_text_box_repair,True,True,horse,True,True,0.7461580038070679,0.8790003657341003,1,1.0,0.09853358566761017,0.03800014778971672,0.6476244181394577,0.8410002179443836,True,0.13284236192703247,False,True,True,True,True,3,horse,True,True,False,expanded_gray_fill_1.25
oracle_best_global_op,True,True,horse,True,True,0.7461580038070679,0.8790014386177063,1,1.0,0.09853358566761017,0.03799954056739807,0.6476244181394577,0.8410018980503082,True,0.13284343481063843,False,True,True,True,True,3,horse,True,True,False,
cic_top1_repair_excl_ocr,True,False,bicycle,False,False,0.7461580038070679,0.16769389808177948,1,3.0,0.09853358566761017,0.3091542720794678,0.6476244181394577,-0.1414603739976883,False,-0.5784641057252884,False,False,False,True,True,3,horse,True,True,False,
cic_top3_repair_excl_ocr,True,False,horse,True,True,0.7461580038070679,0.22680782775084177,1,1.0,0.09853358566761017,0.18952962259451547,0.6476244181394577,0.037278205156326294,False,-0.5193501760562261,False,False,False,True,True,3,horse,True,True,False,
cic_top1_repair_incl_ocr,True,False,bicycle,False,False,0.7461580038070679,0.16769389808177948,1,3.0,0.09853358566761017,0.3091542720794678,0.6476244181394577,-0.1414603739976883,False,-0.5784641057252884,False,False,False,True,True,3,horse,True,True,False,
cic_top3_repair_incl_ocr,True,False,horse,True,True,0.7461580038070679,0.22680782775084177,1,1.0,0.09853358566761017,0.18952962259451547,0.6476244181394577,0.037278205156326294,False,-0.5193501760562261,False,False,False,True,True,3,horse,True,True,False,
cic_top1_best_global_op_excl_ocr,True,False,bicycle,False,False,0.7461580038070679,0.10115166008472443,1,3.0,0.09853358566761017,0.5196565389633179,0.6476244181394577,-0.41850487887859344,False,-0.6450063437223434,False,False,False,True,True,3,horse,True,True,False,
matched_random_proposal_repair,True,False,horse,True,True,0.7461580038070679,0.8738189935684204,1,1.0,0.09853358566761017,0.032715801149606705,0.6476244181394577,0.8411031924188137,True,0.12766098976135254,False,True,True,True,True,3,horse,True,True,False,
largest_region_repair,True,False,truck,False,False,0.7461580038070679,0.06562533974647522,1,3.0,0.09853358566761017,0.04390877112746239,0.6476244181394577,0.021716568619012833,False,-0.6805326640605927,False,True,False,True,True,3,horse,True,True,False,
ocr_proposal_repair,True,False,horse,True,True,0.7461580038070679,0.7687792778015137,1,1.0,0.09853358566761017,0.08827821910381317,0.6476244181394577,0.6805010586977005,True,0.0226212739944458,False,True,True,True,True,3,horse,True,True,False,
original_clip_prediction,True,False,laptop,True,True,0.9649723768234253,0.9649723768234253,1,1.0,0.031137242913246155,0.031137242913246155,0.9338351339101791,0.9338351339101791,False,0.0,False,False,False,True,True,4,laptop,True,True,False,
oracle_text_box_repair,True,True,laptop,True,True,0.9649723768234253,0.9638340473175049,1,1.0,0.031137242913246155,0.03509131819009781,0.9338351339101791,0.9287427291274071,False,-0.0011383295059204102,False,False,False,True,True,4,laptop,True,True,False,expanded_gray_fill_1.25
oracle_best_global_op,True,True,laptop,True,True,0.9649723768234253,0.9638343453407288,1,1.0,0.031137242913246155,0.03509099408984184,0.9338351339101791,0.9287433512508869,False,-0.0011380314826965332,False,False,False,True,True,4,laptop,True,True,False,
cic_top1_repair_excl_ocr,True,False,laptop,True,True,0.9649723768234253,0.6255444288253784,1,1.0,0.031137242913246155,0.17071059346199036,0.9338351339101791,0.45483383536338806,False,-0.3394279479980469,False,False,False,True,True,4,laptop,True,True,False,
cic_top3_repair_excl_ocr,True,False,laptop,True,True,0.9649723768234253,0.6849899291992188,1,1.0,0.031137242913246155,0.13048389305671057,0.9338351339101791,0.5545060361425082,False,-0.27998244762420654,False,False,False,True,True,4,laptop,True,True,False,
cic_top1_repair_incl_ocr,True,False,laptop,True,True,0.9649723768234253,0.6255444288253784,1,1.0,0.031137242913246155,0.17071059346199036,0.9338351339101791,0.45483383536338806,False,-0.3394279479980469,False,False,False,True,True,4,laptop,True,True,False,
cic_top3_repair_incl_ocr,True,False,laptop,True,True,0.9649723768234253,0.6849899291992188,1,1.0,0.031137242913246155,0.13048389305671057,0.9338351339101791,0.5545060361425082,False,-0.27998244762420654,False,False,False,True,True,4,laptop,True,True,False,
cic_top1_best_global_op_excl_ocr,True,False,laptop,True,True,0.9649723768234253,0.5568979382514954,1,1.0,0.031137242913246155,0.1471346765756607,0.9338351339101791,0.40976326167583466,False,-0.40807443857192993,False,False,False,True,True,4,laptop,True,True,False,
matched_random_proposal_repair,True,False,laptop,True,True,0.9649723768234253,0.9909836053848267,1,1.0,0.031137242913246155,0.006516859866678715,0.9338351339101791,0.984466745518148,True,0.026011228561401367,False,True,True,True,True,4,laptop,True,True,False,
largest_region_repair,True,False,laptop,True,True,0.9649723768234253,0.6255444288253784,1,1.0,0.031137242913246155,0.17071059346199036,0.9338351339101791,0.45483383536338806,False,-0.3394279479980469,False,False,False,True,True,4,laptop,True,True,False,
ocr_proposal_repair,True,False,laptop,True,True,0.9649723768234253,0.9530526995658875,1,1.0,0.031137242913246155,0.04397907108068466,0.9338351339101791,0.9090736284852028,False,-0.011919677257537842,False,False,False,True,True,4,laptop,True,True,False,
original_clip_prediction,True,False,cell phone,True,True,0.9477528929710388,0.9477528929710388,1,1.0,0.009867813438177109,0.009867813438177109,0.9378850795328617,0.9378850795328617,False,0.0,False,False,False,True,True,5,cell phone,True,True,False,
oracle_text_box_repair,True,True,cell phone,True,True,0.9477528929710388,0.9539384245872498,1,1.0,0.009867813438177109,0.007219455670565367,0.9378850795328617,0.9467189689166844,False,0.0061855316162109375,False,False,True,True,True,5,cell phone,True,True,False,expanded_gray_fill_1.25
oracle_best_global_op,True,True,cell phone,True,True,0.9477528929710388,0.9539387226104736,1,1.0,0.009867813438177109,0.007219389081001282,0.9378850795328617,0.9467193335294724,False,0.0061858296394348145,False,False,True,True,True,5,cell phone,True,True,False,
cic_top1_repair_excl_ocr,True,False,cell phone,True,True,0.9477528929710388,0.6658187508583069,1,1.0,0.009867813438177109,0.024454575031995773,0.9378850795328617,0.6413641758263111,False,-0.28193414211273193,False,False,False,True,True,5,cell phone,True,True,False,
cic_top3_repair_excl_ocr,True,False,cell phone,True,True,0.9477528929710388,0.6682425538698832,1,1.0,0.009867813438177109,0.03863200048605601,0.9378850795328617,0.6296105533838272,False,-0.27951033910115564,False,False,False,True,True,5,cell phone,True,True,False,
cic_top1_repair_incl_ocr,True,False,cell phone,True,True,0.9477528929710388,0.6658187508583069,1,1.0,0.009867813438177109,0.024454575031995773,0.9378850795328617,0.6413641758263111,False,-0.28193414211273193,False,False,False,True,True,5,cell phone,True,True,False,
cic_top3_repair_incl_ocr,True,False,cell phone,True,True,0.9477528929710388,0.6682425538698832,1,1.0,0.009867813438177109,0.03863200048605601,0.9378850795328617,0.6296105533838272,False,-0.27951033910115564,False,False,False,True,True,5,cell phone,True,True,False,
cic_top1_best_global_op_excl_ocr,True,False,cell phone,True,True,0.9477528929710388,0.7966103553771973,1,1.0,0.009867813438177109,0.02023467607796192,0.9378850795328617,0.7763756792992353,False,-0.15114253759384155,False,False,False,True,True,5,cell phone,True,True,False,
matched_random_proposal_repair,True,False,cell phone,True,True,0.9477528929710388,0.6556071043014526,1,1.0,0.009867813438177109,0.05462545529007912,0.9378850795328617,0.6009816490113735,False,-0.2921457886695862,False,False,False,True,True,5,cell phone,True,True,False,
largest_region_repair,True,False,cell phone,True,True,0.9477528929710388,0.8021215200424194,1,1.0,0.009867813438177109,0.028899749740958214,0.9378850795328617,0.7732217703014612,False,-0.14563137292861938,False,False,False,True,True,5,cell phone,True,True,False,
ocr_proposal_repair,True,False,cell phone,True,True,0.9477528929710388,0.938064694404602,1,1.0,0.009867813438177109,0.007424021605402231,0.9378850795328617,0.9306406727991998,False,-0.009688198566436768,False,False,False,True,True,5,cell phone,True,True,False,
original_clip_prediction,True,False,umbrella,True,True,0.9980902075767517,0.9980902075767517,1,1.0,0.00042347708949819207,0.00042347708949819207,0.9976667304872535,0.9976667304872535,False,0.0,False,False,False,True,True,6,umbrella,True,True,False,
oracle_text_box_repair,True,True,umbrella,True,True,0.9980902075767517,0.998656153678894,1,1.0,0.00042347708949819207,0.0001481866929680109,0.9976667304872535,0.998507966985926,False,0.000565946102142334,False,False,True,True,True,6,umbrella,True,True,False,gray_fill
oracle_best_global_op,True,True,umbrella,True,True,0.9980902075767517,0.9982678890228271,1,1.0,0.00042347708949819207,0.0001408519019605592,0.9976667304872535,0.9981270371208666,False,0.00017768144607543945,False,False,True,True,True,6,umbrella,True,True,False,
cic_top1_repair_excl_ocr,True,False,umbrella,True,True,0.9980902075767517,0.9277584552764893,1,1.0,0.00042347708949819207,0.0004234339576214552,0.9976667304872535,0.9273350213188678,False,-0.07033175230026245,False,False,False,True,True,6,umbrella,True,True,False,
cic_top3_repair_excl_ocr,True,False,umbrella,True,True,0.9980902075767517,0.9618189732233683,1,1.0,0.00042347708949819207,0.00030592513697532314,0.9976667304872535,0.9615130480863929,False,-0.03627123435338342,False,False,False,True,True,6,umbrella,True,True,False,
cic_top1_repair_incl_ocr,True,False,umbrella,True,True,0.9980902075767517,0.9277584552764893,1,1.0,0.00042347708949819207,0.0004234339576214552,0.9976667304872535,0.9273350213188678,False,-0.07033175230026245,False,False,False,True,True,6,umbrella,True,True,False,
cic_top3_repair_incl_ocr,True,False,umbrella,True,True,0.9980902075767517,0.9618189732233683,1,1.0,0.00042347708949819207,0.00030592513697532314,0.9976667304872535,0.9615130480863929,False,-0.03627123435338342,False,False,False,True,True,6,umbrella,True,True,False,
cic_top1_best_global_op_excl_ocr,True,False,umbrella,True,True,0.9980902075767517,0.9061143398284912,1,1.0,0.00042347708949819207,0.0009371701744385064,0.9976667304872535,0.9051771696540527,False,-0.0919758677482605,False,False,False,True,True,6,umbrella,True,True,False,
matched_random_proposal_repair,True,False,umbrella,True,True,0.9980902075767517,0.9972642660140991,1,1.0,0.00042347708949819207,0.000391217356082052,0.9976667304872535,0.9968730486580171,False,-0.0008259415626525879,False,False,False,True,True,6,umbrella,True,True,False,
largest_region_repair,True,False,umbrella,True,True,0.9980902075767517,0.9277584552764893,1,1.0,0.00042347708949819207,0.0004234339576214552,0.9976667304872535,0.9273350213188678,False,-0.07033175230026245,False,False,False,True,True,6,umbrella,True,True,False,
ocr_proposal_repair,False,False,,,,0.9980902075767517,,1,,0.00042347708949819207,,0.9976667304872535,,,,,,,,,6,umbrella,True,True,False,
original_clip_prediction,True,False,bus,False,False,0.3572137653827667,0.3572137653827667,2,2.0,0.6348317265510559,0.6348317265510559,-0.2776179611682892,-0.2776179611682892,False,0.0,False,False,False,True,True,7,truck,False,False,False,
oracle_text_box_repair,True,True,truck,True,True,0.3572137653827667,0.7067199945449829,2,1.0,0.6348317265510559,0.2829945683479309,-0.2776179611682892,0.423725426197052,True,0.3495062291622162,True,True,True,True,True,7,truck,False,False,False,expanded_gray_fill_1.25
oracle_best_global_op,True,True,truck,True,True,0.3572137653827667,0.7067208886146545,2,1.0,0.6348317265510559,0.2829938232898712,-0.2776179611682892,0.4237270653247833,True,0.3495071232318878,True,True,True,True,True,7,truck,False,False,False,
cic_top1_repair_excl_ocr,True,False,truck,True,True,0.3572137653827667,0.7816445231437683,2,1.0,0.6348317265510559,0.18461163341999054,-0.2776179611682892,0.5970328897237778,True,0.4244307577610016,True,True,True,True,True,7,truck,False,False,False,
cic_top3_repair_excl_ocr,True,False,truck,True,True,0.3572137653827667,0.6302497883637747,2,1.0,0.6348317265510559,0.3391047517458598,-0.2776179611682892,0.29114503661791485,True,0.27303602298100793,True,True,True,True,True,7,truck,False,False,False,
cic_top1_repair_incl_ocr,True,False,truck,True,True,0.3572137653827667,0.7816445231437683,2,1.0,0.6348317265510559,0.18461163341999054,-0.2776179611682892,0.5970328897237778,True,0.4244307577610016,True,True,True,True,True,7,truck,False,False,False,
cic_top3_repair_incl_ocr,True,False,truck,True,True,0.3572137653827667,0.6302497883637747,2,1.0,0.6348317265510559,0.3391047517458598,-0.2776179611682892,0.29114503661791485,True,0.27303602298100793,True,True,True,True,True,7,truck,False,False,False,
cic_top1_best_global_op_excl_ocr,True,False,truck,True,True,0.3572137653827667,0.8338126540184021,2,1.0,0.6348317265510559,0.13266007602214813,-0.2776179611682892,0.701152577996254,True,0.4765988886356354,True,True,True,True,True,7,truck,False,False,False,
matched_random_proposal_repair,True,False,bus,False,False,0.3572137653827667,0.3185521960258484,2,2.0,0.6348317265510559,0.6711119413375854,-0.2776179611682892,-0.35255974531173706,False,-0.038661569356918335,False,False,False,True,True,7,truck,False,False,False,
largest_region_repair,True,False,truck,True,True,0.3572137653827667,0.7816445231437683,2,1.0,0.6348317265510559,0.18461163341999054,-0.2776179611682892,0.5970328897237778,True,0.4244307577610016,True,True,True,True,True,7,truck,False,False,False,
ocr_proposal_repair,True,False,bus,False,False,0.3572137653827667,0.4296014606952667,2,2.0,0.6348317265510559,0.5617387294769287,-0.2776179611682892,-0.132137268781662,True,0.0723876953125,False,True,False,True,True,7,truck,False,False,False,
original_clip_prediction,True,False,banana,True,True,0.996024489402771,0.996024489402771,1,1.0,0.001497482182458043,0.001497482182458043,0.994527007220313,0.994527007220313,False,0.0,False,False,False,True,True,8,banana,True,True,False,
oracle_text_box_repair,True,True,banana,True,True,0.996024489402771,0.9998617172241211,1,1.0,0.001497482182458043,7.069446610330488e-07,0.994527007220313,0.9998610102794601,False,0.0038372278213500977,False,False,True,True,True,8,banana,True,True,False,expanded_gray_fill_1.25
oracle_best_global_op,True,True,banana,True,True,0.996024489402771,0.9998617172241211,1,1.0,0.001497482182458043,7.069352250255179e-07,0.994527007220313,0.9998610102888961,False,0.0038372278213500977,False,False,True,True,True,8,banana,True,True,False,
cic_top1_repair_excl_ocr,True,False,banana,True,True,0.996024489402771,0.9925466179847717,1,1.0,0.001497482182458043,0.0023559292312711477,0.994527007220313,0.9901906887535006,False,-0.0034778714179992676,False,False,False,True,True,8,banana,True,True,False,
cic_top3_repair_excl_ocr,True,False,banana,True,True,0.996024489402771,0.9904386003812155,1,1.0,0.001497482182458043,0.0027342339356740317,0.994527007220313,0.9877043664455414,False,-0.005585889021555546,False,False,False,True,True,8,banana,True,True,False,
cic_top1_repair_incl_ocr,True,False,banana,True,True,0.996024489402771,0.9925466179847717,1,1.0,0.001497482182458043,0.0023559292312711477,0.994527007220313,0.9901906887535006,False,-0.0034778714179992676,False,False,False,True,True,8,banana,True,True,False,
cic_top3_repair_incl_ocr,True,False,banana,True,True,0.996024489402771,0.9904386003812155,1,1.0,0.001497482182458043,0.0027342339356740317,0.994527007220313,0.9877043664455414,False,-0.005585889021555546,False,False,False,True,True,8,banana,True,True,False,
cic_top1_best_global_op_excl_ocr,True,False,banana,True,True,0.996024489402771,0.9950432777404785,1,1.0,0.001497482182458043,0.0014734570868313313,0.994527007220313,0.9935698206536472,False,-0.0009812116622924805,False,False,False,True,True,8,banana,True,True,False,
matched_random_proposal_repair,True,False,banana,True,True,0.996024489402771,0.9993541836738586,1,1.0,0.001497482182458043,0.00012450525537133217,0.994527007220313,0.9992296784184873,False,0.0033296942710876465,False,False,True,True,True,8,banana,True,True,False,
largest_region_repair,True,False,banana,True,True,0.996024489402771,0.9990147352218628,1,1.0,0.001497482182458043,0.00043515150900930166,0.994527007220313,0.9985795837128535,False,0.002990245819091797,False,False,True,True,True,8,banana,True,True,False,
ocr_proposal_repair,True,False,banana,True,True,0.996024489402771,0.9944462776184082,1,1.0,0.001497482182458043,0.002371851820498705,0.994527007220313,0.9920744257979095,False,-0.001578211784362793,False,False,False,True,True,8,banana,True,True,False,
original_clip_prediction,True,False,truck,True,True,0.9975364208221436,0.9975364208221436,1,1.0,0.0022117607295513153,0.0022117607295513153,0.9953246600925922,0.9953246600925922,False,0.0,False,False,False,True,True,9,truck,True,True,False,
oracle_text_box_repair,True,True,truck,True,True,0.9975364208221436,0.9980278611183167,1,1.0,0.0022117607295513153,0.001890157232992351,0.9953246600925922,0.9961377038853243,False,0.0004914402961730957,False,False,True,True,True,9,truck,True,True,False,expanded_gray_fill_1.25
oracle_best_global_op,True,True,truck,True,True,0.9975364208221436,0.9980278611183167,1,1.0,0.0022117607295513153,0.0018901355797424912,0.9953246600925922,0.9961377255385742,False,0.0004914402961730957,False,False,True,True,True,9,truck,True,True,False,
cic_top1_repair_excl_ocr,True,False,truck,True,True,0.9975364208221436,0.9975050091743469,1,1.0,0.0022117607295513153,0.0021548974327743053,0.9953246600925922,0.9953501117415726,False,-3.141164779663086e-05,False,False,True,True,True,9,truck,True,True,False,
cic_top3_repair_excl_ocr,True,False,truck,True,True,0.9975364208221436,0.9962428410847982,1,1.0,0.0022117607295513153,0.0031561078503727913,0.9953246600925922,0.9930867332344254,False,-0.0012935797373453406,False,False,False,True,True,9,truck,True,True,False,
cic_top1_repair_incl_ocr,True,False,truck,True,True,0.9975364208221436,0.9975050091743469,1,1.0,0.0022117607295513153,0.0021548974327743053,0.9953246600925922,0.9953501117415726,False,-3.141164779663086e-05,False,False,True,True,True,9,truck,True,True,False,
cic_top3_repair_incl_ocr,True,False,truck,True,True,0.9975364208221436,0.9962428410847982,1,1.0,0.0022117607295513153,0.0031561078503727913,0.9953246600925922,0.9930867332344254,False,-0.0012935797373453406,False,False,False,True,True,9,truck,True,True,False,
cic_top1_best_global_op_excl_ocr,True,False,truck,True,True,0.9975364208221436,0.9967431426048279,1,1.0,0.0022117607295513153,0.0028610515873879194,0.9953246600925922,0.99388209101744,False,-0.0007932782173156738,False,False,False,True,True,9,truck,True,True,False,
matched_random_proposal_repair,True,False,truck,True,True,0.9975364208221436,0.9983332753181458,1,1.0,0.0022117607295513153,0.0013482614886015654,0.9953246600925922,0.9969850138295442,False,0.0007968544960021973,False,False,True,True,True,9,truck,True,True,False,
largest_region_repair,True,False,truck,True,True,0.9975364208221436,0.9928902387619019,1,1.0,0.0022117607295513153,0.005965086631476879,0.9953246600925922,0.986925152130425,False,-0.004646182060241699,False,False,False,True,True,9,truck,True,True,False,
ocr_proposal_repair,False,False,,,,0.9975364208221436,,1,,0.0022117607295513153,,0.9953246600925922,,,,,,,,,9,truck,True,True,False,
original_clip_prediction,True,False,horse,True,True,0.7910194396972656,0.7910194396972656,1,1.0,0.184156134724617,0.184156134724617,0.6068633049726486,0.6068633049726486,False,0.0,False,False,False,True,True,10,horse,True,True,False,
oracle_text_box_repair,True,True,horse,True,True,0.7910194396972656,0.8505160212516785,1,1.0,0.184156134724617,0.12782151997089386,0.6068633049726486,0.7226945012807846,True,0.05949658155441284,False,True,True,True,True,10,horse,True,True,False,gaussian_blur
