example_id,rank,candidate_id,proposal_type,proposal_family,bbox,score,area_fraction,prediction_flip_indicator,js_divergence,overlaps_text_box,overlaps_object_box
0,14,text_band_0006_08,horizontal_text_band,edge_dense,"[50, 53, 173, 70]",0.10786315901161071,0.041673309948979595,1.0,0.013699139933075127,False,True
0,15,text_band_0001_10,horizontal_text_band,edge_dense,"[25, 31, 199, 53]",0.09998735231587688,0.07629145408163265,0.0,0.09935251358021982,False,False
0,16,text_band_0002_08,horizontal_text_band,edge_dense,"[50, 35, 173, 52]",0.09387303688763259,0.041673309948979595,0.0,0.09352937138618037,False,False
0,17,text_band_0001_08,horizontal_text_band,edge_dense,"[50, 34, 173, 51]",0.09192277785668919,0.041673309948979595,0.0,0.08064901267512631,False,False
0,18,text_band_0000_08,horizontal_text_band,edge_dense,"[50, 33, 173, 50]",0.09020919873268925,0.041673309948979595,0.0,0.07310125914437615,False,False
0,19,text_band_0002_10,horizontal_text_band,edge_dense,"[25, 32, 199, 54]",0.08861216963201717,0.07629145408163265,0.0,0.08810335859749724,False,False
0,20,text_band_0003_08,horizontal_text_band,edge_dense,"[50, 36, 173, 53]",0.08618522032038427,0.041673309948979595,0.0,0.09475753157191931,False,False
0,21,text_band_0003_10,horizontal_text_band,edge_dense,"[25, 33, 199, 55]",0.08013988171891347,0.07629145408163265,0.0,0.08354285902968517,False,False
0,22,text_band_0000_10,horizontal_text_band,edge_dense,"[25, 30, 199, 52]",0.0793449597511967,0.07629145408163265,0.0,0.07421047319711241,False,False
0,23,text_band_0005_10,horizontal_text_band,edge_dense,"[25, 49, 199, 71]",0.0710361491236825,0.07629145408163265,1.0,0.008295524922764589,False,True
0,24,ocr_0000,ocr_text_box,ocr_text_box,"[166, 44, 187, 52]",0.06957678059096985,0.0033482142857142855,0.0,0.020209279314264063,True,False
0,25,text_band_0002_14,horizontal_text_band,edge_dense,"[9, 28, 215, 59]",0.0692207765921023,0.12727200255102042,0.0,0.10439390529956417,False,False
0,26,text_band_0005_14,horizontal_text_band,edge_dense,"[9, 45, 215, 76]",0.06095648717165507,0.12727200255102042,0.0,0.15517025542778884,False,True
0,27,text_band_0004_14,horizontal_text_band,edge_dense,"[9, 44, 215, 75]",0.06015387803708574,0.12727200255102042,0.0,0.16108791312468757,False,True
0,28,ocr_0001,ocr_text_box,ocr_text_box,"[188, 48, 219, 53]",0.06009323126287649,0.0030891262755102043,0.0,0.002892491323880951,True,False
0,29,random_0020,random_patch_control,random_patch,"[120, 17, 218, 52]",0.05858969246481438,0.068359375,0.0,0.04599358471541505,False,False
0,30,textness_0008,textness_high_frequency,connected_component,"[185, 63, 206, 85]",0.05756970620874436,0.009207589285714286,0.0,0.0075741477477056325,False,False
0,31,text_band_0001_14,horizontal_text_band,edge_dense,"[9, 27, 215, 58]",0.05514642972638392,0.12727200255102042,0.0,0.0683929599001224,False,False
0,32,text_band_0000_14,horizontal_text_band,edge_dense,"[9, 26, 215, 57]",0.0525702986274846,0.12727200255102042,0.0,0.06747970972282642,False,False
0,33,text_band_0006_14,horizontal_text_band,edge_dense,"[9, 46, 215, 77]",0.051956359536755536,0.12727200255102042,0.0,0.13475606451402572,False,True
0,34,text_band_0003_14,horizontal_text_band,edge_dense,"[9, 29, 215, 60]",0.04807519301997893,0.12727200255102042,0.0,0.06673017756584827,False,False
0,35,textness_0015,textness_high_frequency,connected_component,"[186, 85, 206, 102]",0.04727673822262572,0.006776147959183673,0.0,0.009409525747405039,False,False
0,36,text_band_0007_10,horizontal_text_band,edge_dense,"[25, 94, 199, 116]",0.04627183832146797,0.07629145408163265,0.0,0.13424440028840587,False,True
0,37,text_band_0007_14,horizontal_text_band,edge_dense,"[9, 90, 215, 121]",0.04600826676640813,0.12727200255102042,0.0,0.16509647568076202,False,True
0,38,text_band_0008_14,horizontal_text_band,edge_dense,"[9, 91, 215, 122]",0.044834716223671606,0.12727200255102042,0.0,0.1597847818571958,False,True
0,39,text_band_0008_10,horizontal_text_band,edge_dense,"[25, 95, 199, 117]",0.04004709795593751,0.07629145408163265,0.0,0.11403521185584775,False,True
0,40,text_band_0009_10,horizontal_text_band,edge_dense,"[25, 96, 199, 118]",0.03962448550660681,0.07629145408163265,0.0,0.10791620640137825,False,True
0,41,text_band_0009_14,horizontal_text_band,edge_dense,"[9, 92, 215, 123]",0.037800922075879546,0.12727200255102042,0.0,0.13444953982486474,False,True
0,42,text_box_0002,text_box_component,high_contrast,"[145, 117, 224, 128]",0.03604725407368841,0.01731903698979592,0.0,0.0004569791347900699,False,False
0,43,text_band_0004_10,horizontal_text_band,edge_dense,"[25, 48, 199, 70]",0.03375251777223354,0.07629145408163265,0.0,0.048788548573657636,False,True
0,44,text_box_0003,text_box_component,high_contrast,"[140, 105, 197, 113]",0.032242984319553525,0.009088010204081632,0.0,0.00037669708205134266,False,False
0,45,text_band_0007_08,horizontal_text_band,edge_dense,"[50, 97, 173, 114]",0.010240077514805443,0.041673309948979595,0.0,0.10967393415285648,False,False
0,46,text_band_0008_08,horizontal_text_band,edge_dense,"[50, 98, 173, 115]",0.009422349836513409,0.041673309948979595,0.0,0.09515426924495449,False,False
0,47,text_band_0009_08,horizontal_text_band,edge_dense,"[50, 99, 173, 116]",0.008269629888002847,0.041673309948979595,0.0,0.0843651247723398,False,False
0,48,text_box_0010,text_box_component,high_contrast,"[59, 47, 76, 59]",0.0035828337602845446,0.004065688775510204,0.0,6.290357830434826e-05,False,False
1,1,text_band_0009_14,horizontal_text_band,edge_dense,"[9, 111, 215, 142]",0.0002669828190156527,0.12727200255102042,0.0,0.0003198907030460009,False,True
1,2,text_band_0002_14,horizontal_text_band,edge_dense,"[9, 101, 215, 132]",0.00020402412392725143,0.12727200255102042,0.0,0.00023286514410174604,False,True
1,3,text_band_0008_14,horizontal_text_band,edge_dense,"[9, 110, 215, 141]",0.00016454626778142348,0.12727200255102042,0.0,0.0001876133169894025,False,True
1,4,text_band_0005_14,horizontal_text_band,edge_dense,"[9, 104, 215, 135]",0.0001346702620334023,0.12727200255102042,0.0,0.00014025077456244575,False,True
1,5,text_band_0006_14,horizontal_text_band,edge_dense,"[9, 105, 215, 136]",9.156020185770511e-05,0.12727200255102042,0.0,9.195935439547655e-05,False,True
1,6,text_band_0007_14,horizontal_text_band,edge_dense,"[9, 109, 215, 140]",8.702685160555869e-05,0.12727200255102042,0.0,9.2672244751283e-05,False,True
1,7,text_band_0003_14,horizontal_text_band,edge_dense,"[9, 102, 215, 133]",7.955614700378703e-05,0.12727200255102042,0.0,7.198890274230936e-05,False,True
1,8,text_band_0001_14,horizontal_text_band,edge_dense,"[9, 100, 215, 131]",7.59971083211815e-05,0.12727200255102042,0.0,6.858913288769178e-05,False,True
1,9,text_band_0004_14,horizontal_text_band,edge_dense,"[9, 103, 215, 134]",7.556517058321948e-05,0.12727200255102042,0.0,6.793911065044469e-05,False,True
1,10,textness_0002,textness_high_frequency,connected_component,"[143, 189, 208, 210]",6.684269909166899e-05,0.027204241071428572,0.0,6.151851482329888e-06,True,False
1,11,grid_18_0074,grid_patch_18,grid_patch,"[160, 120, 200, 160]",5.069789643625451e-05,0.03188775510204082,0.0,6.025267016437727e-06,False,False
1,12,ocr_0000,ocr_text_box,ocr_text_box,"[148, 194, 201, 204]",4.080925539583419e-05,0.01056281887755102,0.0,1.5275233729074258e-06,True,False
1,13,text_band_0000_10,horizontal_text_band,edge_dense,"[25, 79, 199, 101]",3.999591847106835e-05,0.07629145408163265,0.0,2.3667429680972666e-05,False,False
1,14,text_band_0007_10,horizontal_text_band,edge_dense,"[25, 113, 199, 135]",3.7902105060358556e-05,0.07629145408163265,0.0,2.1665796208280737e-05,False,True
1,15,text_band_0003_10,horizontal_text_band,edge_dense,"[25, 106, 199, 128]",3.679881345622064e-05,0.07629145408163265,0.0,1.8111279904632106e-05,False,True
1,16,text_band_0004_10,horizontal_text_band,edge_dense,"[25, 107, 199, 129]",3.34816035413614e-05,0.07629145408163265,0.0,1.9489585120188977e-05,False,True
1,17,text_band_0002_10,horizontal_text_band,edge_dense,"[25, 105, 199, 127]",3.310655885953021e-05,0.07629145408163265,0.0,1.8454293669997787e-05,False,True
1,18,text_band_0008_10,horizontal_text_band,edge_dense,"[25, 114, 199, 136]",3.274803410365588e-05,0.07629145408163265,0.0,1.4593717360629748e-05,False,True
1,19,text_band_0006_10,horizontal_text_band,edge_dense,"[25, 109, 199, 131]",2.6544708896251733e-05,0.07629145408163265,0.0,1.963976222584961e-05,False,True
1,20,text_band_0005_10,horizontal_text_band,edge_dense,"[25, 108, 199, 130]",2.5108587864611883e-05,0.07629145408163265,0.0,1.811335804488801e-05,False,True
1,21,random_0022,random_patch_control,random_patch,"[142, 160, 198, 186]",2.5046068018816664e-05,0.029017857142857144,0.0,2.1188360857424828e-05,False,False
1,22,grid_18_0095,grid_patch_18,grid_patch,"[140, 160, 180, 200]",2.2657043640489317e-05,0.03188775510204082,0.0,2.1922272604737958e-05,False,False
1,23,text_band_0001_10,horizontal_text_band,edge_dense,"[25, 104, 199, 126]",2.260505555948255e-05,0.07629145408163265,0.0,9.191894351774685e-06,False,True
1,24,text_band_0000_14,horizontal_text_band,edge_dense,"[9, 75, 215, 106]",2.2096893800304497e-05,0.12727200255102042,0.0,1.849031228634846e-05,False,True
1,25,text_box_0003,text_box_component,high_contrast,"[154, 163, 178, 175]",2.1458630670631347e-05,0.005739795918367347,0.0,1.2121488411424788e-06,False,False
1,26,grid_18_0085,grid_patch_18,grid_patch,"[160, 140, 200, 180]",1.9846785506868714e-05,0.03188775510204082,0.0,1.8135009966318537e-05,False,False
1,27,text_band_0009_10,horizontal_text_band,edge_dense,"[25, 115, 199, 137]",1.8736751773012062e-05,0.07629145408163265,0.0,7.0527781530009075e-06,False,True
1,28,random_0013,random_patch_control,random_patch,"[130, 169, 186, 195]",1.7583820379931794e-05,0.029017857142857144,0.0,1.5530463615435923e-05,False,False
1,29,random_0015,random_patch_control,random_patch,"[165, 139, 221, 179]",1.5967671785071505e-05,0.044642857142857144,0.0,1.3268091436617767e-05,False,False
1,30,grid_18_0096,grid_patch_18,grid_patch,"[160, 160, 200, 200]",1.5614229576494523e-05,0.03188775510204082,0.0,1.038395836272378e-05,True,False
1,31,text_box_0002,text_box_component,high_contrast,"[171, 113, 190, 122]",1.4190130835574675e-05,0.0034080038265306123,0.0,7.937953694919229e-06,False,False
1,32,textness_0007,textness_high_frequency,connected_component,"[145, 68, 196, 90]",1.4064184679798417e-05,0.02236128826530612,0.0,3.317593421514286e-06,False,False
1,33,grid_18_0075,grid_patch_18,grid_patch,"[180, 120, 220, 160]",1.3601096302714693e-05,0.03188775510204082,0.0,1.0262150867024034e-05,False,False
1,34,text_box_0015,text_box_component,high_contrast,"[113, 161, 129, 173]",1.3187463094750573e-05,0.003826530612244898,0.0,1.0931680411981726e-07,False,False
1,35,grid_18_0063,grid_patch_18,grid_patch,"[160, 100, 200, 140]",1.1328692549796975e-05,0.03188775510204082,0.0,6.4605984431886774e-06,False,False
1,36,text_box_0011,text_box_component,high_contrast,"[173, 123, 190, 138]",9.710861356445558e-06,0.005082110969387755,0.0,2.7311386343520626e-06,False,False
1,37,text_box_0000,text_box_component,high_contrast,"[159, 108, 197, 128]",8.363922014032888e-06,0.015146683673469387,0.0,4.272803304276558e-06,False,False
1,38,random_0003,random_patch_control,random_patch,"[155, 107, 195, 133]",6.873782159844139e-06,0.02072704081632653,0.0,3.3490572322332154e-06,False,False
1,39,text_band_0000_08,horizontal_text_band,edge_dense,"[50, 82, 173, 99]",5.215821352623408e-06,0.041673309948979595,0.0,9.032744610179445e-06,False,False
1,40,text_band_0009_08,horizontal_text_band,edge_dense,"[50, 118, 173, 135]",2.1636146475307214e-06,0.041673309948979595,0.0,4.569366887693425e-06,False,True
1,41,text_band_0008_08,horizontal_text_band,edge_dense,"[50, 117, 173, 134]",1.99205335425807e-06,0.041673309948979595,0.0,4.373074050164489e-06,False,True
1,42,text_band_0007_08,horizontal_text_band,edge_dense,"[50, 116, 173, 133]",1.524004080463044e-06,0.041673309948979595,0.0,4.1158507355913946e-06,False,True
1,43,text_band_0004_08,horizontal_text_band,edge_dense,"[50, 110, 173, 127]",9.332095631375368e-07,0.041673309948979595,0.0,7.314854724504696e-06,False,True
1,44,text_band_0005_08,horizontal_text_band,edge_dense,"[50, 111, 173, 128]",8.854404668540898e-07,0.041673309948979595,0.0,7.904711550009652e-06,False,True
1,45,text_band_0006_08,horizontal_text_band,edge_dense,"[50, 112, 173, 129]",7.981481805706283e-07,0.041673309948979595,0.0,4.5092248637201805e-06,False,True
1,46,text_band_0002_08,horizontal_text_band,edge_dense,"[50, 108, 173, 125]",7.007468543520985e-07,0.041673309948979595,0.0,7.512904183571811e-06,False,True
1,47,text_band_0003_08,horizontal_text_band,edge_dense,"[50, 109, 173, 126]",6.90626771826978e-07,0.041673309948979595,0.0,6.741717949321464e-06,False,True
1,48,text_band_0001_08,horizontal_text_band,edge_dense,"[50, 107, 173, 124]",6.509745034721381e-07,0.041673309948979595,0.0,6.7884181735966905e-06,False,True
2,1,grid_18_0033,grid_patch_18,grid_patch,"[0, 60, 40, 100]",0.027056043034222207,0.03188775510204082,0.0,0.0015659211638534285,False,False
2,2,textness_0000,textness_high_frequency,connected_component,"[0, 60, 49, 114]",0.024419603662692628,0.052734375,0.0,0.0019807710768795714,False,False
2,3,grid_18_0044,grid_patch_18,grid_patch,"[0, 80, 40, 120]",0.01892287086057765,0.03188775510204082,0.0,0.0008908630083084249,False,False
2,4,text_box_0004,text_box_component,high_contrast,"[2, 56, 40, 77]",0.017968816130614264,0.015904017857142856,0.0,0.0005549940246293303,False,False
2,5,text_box_0002,text_box_component,high_contrast,"[14, 76, 42, 87]",0.013952220233749552,0.006138392857142857,0.0,0.00026852460926924055,False,False
2,6,text_box_0001,text_box_component,high_contrast,"[0, 80, 40, 108]",0.010884008939862275,0.022321428571428572,0.0,0.00015671749710875315,False,False
2,7,text_box_0003,text_box_component,high_contrast,"[2, 102, 27, 112]",0.007822531054936271,0.0049824617346938774,0.0,2.9626336721240704e-05,False,False
2,8,grid_18_0078,grid_patch_18,grid_patch,"[20, 140, 60, 180]",0.007654556650686125,0.03188775510204082,0.0,7.113980564715386e-05,False,False
2,9,random_0000,random_patch_control,random_patch,"[52, 154, 150, 189]",0.006850015535654266,0.068359375,0.0,0.0006836803736246756,False,False
2,10,text_box_0006,text_box_component,high_contrast,"[23, 68, 42, 82]",0.0065515604213778915,0.005301339285714286,0.0,2.11386138751192e-05,False,False
2,11,text_box_0005,text_box_component,high_contrast,"[4, 72, 28, 85]",0.005117859083001758,0.006218112244897959,0.0,7.89813976910358e-06,False,False
2,12,text_box_0007,text_box_component,high_contrast,"[0, 68, 16, 81]",0.005109474538351348,0.004145408163265306,0.0,3.8963332732027187e-07,False,False
2,13,random_0014,random_patch_control,random_patch,"[17, 117, 57, 173]",0.004969611888336815,0.044642857142857144,0.0,9.70354507434894e-06,False,False
2,14,textness_0012,textness_high_frequency,connected_component,"[39, 128, 66, 163]",0.004037717772176121,0.018833705357142856,0.0,1.4339798461916107e-05,False,False
2,15,grid_18_0067,grid_patch_18,grid_patch,"[20, 120, 60, 160]",0.003992131535042553,0.03188775510204082,0.0,4.704387977698235e-06,False,False
2,16,grid_18_0091,grid_patch_18,grid_patch,"[60, 160, 100, 200]",0.003975639289471362,0.03188775510204082,0.0,8.681989650470749e-05,False,False
2,17,grid_18_0077,grid_patch_18,grid_patch,"[0, 140, 40, 180]",0.0039480486570833495,0.03188775510204082,0.0,7.869219725441975e-05,False,False
2,18,random_0017,random_patch_control,random_patch,"[54, 154, 110, 194]",0.002874864565268012,0.044642857142857144,0.0,0.0006049133050757344,False,False
2,19,text_band_0009_08,horizontal_text_band,edge_dense,"[50, 154, 173, 171]",0.002773945607959916,0.041673309948979595,0.0,0.0010464248773699536,False,False
2,20,text_band_0000_14,horizontal_text_band,edge_dense,"[9, 138, 215, 169]",0.0026087308184645206,0.12727200255102042,0.0,0.0011786642816438645,False,False
2,21,text_band_0008_08,horizontal_text_band,edge_dense,"[50, 153, 173, 170]",0.002557669801191215,0.041673309948979595,0.0,0.0016808710164122223,False,False
2,22,text_band_0001_10,horizontal_text_band,edge_dense,"[25, 143, 199, 165]",0.0025007358797199163,0.07629145408163265,0.0,0.004630187048354623,False,False
2,23,text_band_0007_10,horizontal_text_band,edge_dense,"[25, 149, 199, 171]",0.0024654548847763227,0.07629145408163265,0.0,0.001936107590345782,False,False
2,24,text_band_0000_10,horizontal_text_band,edge_dense,"[25, 142, 199, 164]",0.00240673537314216,0.07629145408163265,0.0,0.004744378631980646,False,False
2,25,text_band_0007_08,horizontal_text_band,edge_dense,"[50, 152, 173, 169]",0.00237992280483195,0.041673309948979595,0.0,0.001961698638974209,False,False
2,26,text_band_0006_10,horizontal_text_band,edge_dense,"[25, 148, 199, 170]",0.0023156106641357356,0.07629145408163265,0.0,0.001862748344729991,False,False
2,27,text_band_0009_10,horizontal_text_band,edge_dense,"[25, 151, 199, 173]",0.002297969386645294,0.07629145408163265,0.0,0.0017843560054762884,False,False
2,28,text_band_0005_10,horizontal_text_band,edge_dense,"[25, 147, 199, 169]",0.00220388641968088,0.07629145408163265,0.0,0.0012983899804384265,False,False
2,29,text_band_0008_10,horizontal_text_band,edge_dense,"[25, 150, 199, 172]",0.002185129822262507,0.07629145408163265,0.0,0.0018278328928846,False,False
2,30,text_band_0002_10,horizontal_text_band,edge_dense,"[25, 144, 199, 166]",0.0021457370817273566,0.07629145408163265,0.0,0.0031923985393314666,False,False
2,31,text_band_0005_14,horizontal_text_band,edge_dense,"[9, 143, 215, 174]",0.0021328500646731062,0.12727200255102042,0.0,0.004163281262174781,False,False
2,32,text_band_0004_14,horizontal_text_band,edge_dense,"[9, 142, 215, 173]",0.0020938321421073306,0.12727200255102042,0.0,0.00422253594251417,False,False
2,33,text_band_0004_08,horizontal_text_band,edge_dense,"[50, 149, 173, 166]",0.002007249564808998,0.041673309948979595,0.0,0.0019550474341139394,False,False
2,34,text_band_0003_10,horizontal_text_band,edge_dense,"[25, 145, 199, 167]",0.001973115458510277,0.07629145408163265,0.0,0.002374165966053566,False,False
2,35,text_band_0006_08,horizontal_text_band,edge_dense,"[50, 151, 173, 168]",0.001968233228376675,0.041673309948979595,0.0,0.001639872747011343,False,False
2,36,text_band_0006_14,horizontal_text_band,edge_dense,"[9, 144, 215, 175]",0.001808925278415796,0.12727200255102042,0.0,0.002998298388124732,False,False
2,37,text_band_0004_10,horizontal_text_band,edge_dense,"[25, 146, 199, 168]",0.0017666478786126337,0.07629145408163265,0.0,0.0013829062684733166,False,False
2,38,text_band_0005_08,horizontal_text_band,edge_dense,"[50, 150, 173, 167]",0.0017460650021107306,0.041673309948979595,0.0,0.001520853269412746,False,False
2,39,text_band_0007_14,horizontal_text_band,edge_dense,"[9, 145, 215, 176]",0.0016605439592466498,0.12727200255102042,0.0,0.0026047467384908733,False,False
2,40,text_band_0003_08,horizontal_text_band,edge_dense,"[50, 148, 173, 165]",0.0015848796707352414,0.041673309948979595,0.0,0.0018809664751177685,False,False
2,41,text_band_0008_14,horizontal_text_band,edge_dense,"[9, 146, 215, 177]",0.001574883894271355,0.12727200255102042,0.0,0.0015701014549107388,False,False
2,42,text_band_0009_14,horizontal_text_band,edge_dense,"[9, 147, 215, 178]",0.0015182862498286304,0.12727200255102042,0.0,0.0014021522942625326,False,False
2,43,text_band_0002_14,horizontal_text_band,edge_dense,"[9, 140, 215, 171]",0.0014097378170470837,0.12727200255102042,0.0,0.0017727603517032659,False,False
2,44,text_band_0001_14,horizontal_text_band,edge_dense,"[9, 139, 215, 170]",0.0013909744353194859,0.12727200255102042,0.0,0.0019158246710274636,False,False
2,45,text_band_0003_14,horizontal_text_band,edge_dense,"[9, 141, 215, 172]",0.001383003449244498,0.12727200255102042,0.0,0.001969728525675817,False,False
2,46,text_band_0002_08,horizontal_text_band,edge_dense,"[50, 147, 173, 164]",0.0012136649630493583,0.041673309948979595,0.0,0.0015147572548339207,False,False
2,47,text_band_0001_08,horizontal_text_band,edge_dense,"[50, 146, 173, 163]",0.0010749516980043605,0.041673309948979595,0.0,0.0024901764793955903,False,False
2,48,text_band_0000_08,horizontal_text_band,edge_dense,"[50, 145, 173, 162]",0.0010641289313863185,0.041673309948979595,0.0,0.004042372349127315,False,False
3,1,text_band_0009_10,horizontal_text_band,edge_dense,"[25, 163, 199, 185]",0.4722424179131594,0.07629145408163265,1.0,0.3146912083023219,False,True
3,2,text_band_0008_10,horizontal_text_band,edge_dense,"[25, 152, 199, 174]",0.274415385237245,0.07629145408163265,1.0,0.3497444273839782,False,True
3,3,text_band_0008_08,horizontal_text_band,edge_dense,"[50, 155, 173, 172]",0.2682049199240086,0.041673309948979595,1.0,0.21275747187854074,False,True
3,4,text_band_0006_10,horizontal_text_band,edge_dense,"[25, 150, 199, 172]",0.26432323536804064,0.07629145408163265,0.0,0.16099588490356403,False,True
3,5,text_band_0009_08,horizontal_text_band,edge_dense,"[50, 166, 173, 183]",0.251594878964828,0.041673309948979595,0.0,0.10048021632300955,False,True
3,6,text_band_0005_10,horizontal_text_band,edge_dense,"[25, 149, 199, 171]",0.2508601880511241,0.07629145408163265,0.0,0.14097115651461528,False,True
3,7,text_band_0006_14,horizontal_text_band,edge_dense,"[9, 146, 215, 177]",0.2455527813948832,0.12727200255102042,1.0,0.47056529357007015,False,True
3,8,text_band_0007_08,horizontal_text_band,edge_dense,"[50, 154, 173, 171]",0.20255743920632752,0.041673309948979595,1.0,0.17133659518194094,False,True
3,9,text_band_0007_10,horizontal_text_band,edge_dense,"[25, 151, 199, 173]",0.19117971236153017,0.07629145408163265,1.0,0.27688347237408306,False,True
3,10,text_band_0006_08,horizontal_text_band,edge_dense,"[50, 153, 173, 170]",0.14552070229392652,0.041673309948979595,1.0,0.21612348986603375,False,True
3,11,text_band_0005_14,horizontal_text_band,edge_dense,"[9, 145, 215, 176]",0.11250978587194592,0.12727200255102042,1.0,0.3463301767238571,False,True
3,12,text_band_0007_14,horizontal_text_band,edge_dense,"[9, 147, 215, 178]",0.09197594075764043,0.12727200255102042,1.0,0.40899405537443745,False,True
3,13,text_band_0004_10,horizontal_text_band,edge_dense,"[25, 138, 199, 160]",0.08631495819778716,0.07629145408163265,0.0,0.0738635488754695,False,False
3,14,text_band_0009_14,horizontal_text_band,edge_dense,"[9, 159, 215, 190]",0.0777611299951268,0.12727200255102042,1.0,0.46181493356140046,False,True
3,15,text_band_0008_14,horizontal_text_band,edge_dense,"[9, 148, 215, 179]",0.07576726709135606,0.12727200255102042,1.0,0.3759396939175901,False,True
3,16,textness_0002,textness_high_frequency,connected_component,"[0, 130, 27, 185]",0.07214676086693923,0.029595822704081634,0.0,0.007434049137391703,False,False
3,17,text_band_0004_14,horizontal_text_band,edge_dense,"[9, 134, 215, 165]",0.07078112490052375,0.12727200255102042,0.0,0.13509061732772448,False,False
3,18,text_band_0001_10,horizontal_text_band,edge_dense,"[25, 135, 199, 157]",0.06599762459116001,0.07629145408163265,0.0,0.07091250442594442,False,False
3,19,text_band_0003_14,horizontal_text_band,edge_dense,"[9, 133, 215, 164]",0.06558905460206961,0.12727200255102042,0.0,0.11077253185130151,False,False
3,20,text_band_0005_08,horizontal_text_band,edge_dense,"[50, 152, 173, 169]",0.06466477541439974,0.041673309948979595,1.0,0.17606961127372192,False,True
3,21,text_band_0002_14,horizontal_text_band,edge_dense,"[9, 132, 215, 163]",0.0639705078969137,0.12727200255102042,0.0,0.09758727992339747,False,False
3,22,grid_18_0066,grid_patch_18,grid_patch,"[0, 120, 40, 160]",0.06175729746303671,0.03188775510204082,0.0,0.011904188145676748,False,False
3,23,text_band_0002_10,horizontal_text_band,edge_dense,"[25, 136, 199, 158]",0.057756306949406346,0.07629145408163265,0.0,0.05869421095716159,False,False
3,24,text_band_0003_10,horizontal_text_band,edge_dense,"[25, 137, 199, 159]",0.055294750102414955,0.07629145408163265,0.0,0.059151647169196686,False,False
3,25,text_band_0000_10,horizontal_text_band,edge_dense,"[25, 134, 199, 156]",0.05385318116557914,0.07629145408163265,0.0,0.06167945879464548,False,False
3,26,text_band_0000_14,horizontal_text_band,edge_dense,"[9, 130, 215, 161]",0.048021942566023844,0.12727200255102042,0.0,0.08593274764994255,False,False
3,27,text_band_0001_14,horizontal_text_band,edge_dense,"[9, 131, 215, 162]",0.03855510321483895,0.12727200255102042,0.0,0.059738496581873426,False,False
3,28,textness_0009,textness_high_frequency,connected_component,"[2, 126, 27, 153]",0.03681143532861688,0.013452646683673469,0.0,0.0006956514187526274,False,False
3,29,grid_18_0078,grid_patch_18,grid_patch,"[20, 140, 60, 180]",0.0323313463462434,0.03188775510204082,0.0,0.009890865429112999,False,False
3,30,text_box_0003,text_box_component,high_contrast,"[0, 129, 26, 141]",0.027828099460232836,0.006218112244897959,0.0,0.00023177228833828022,False,False
3,31,grid_18_0077,grid_patch_18,grid_patch,"[0, 140, 40, 180]",0.027052642011854092,0.03188775510204082,0.0,0.006638286066393936,False,False
3,32,random_0022,random_patch_control,random_patch,"[112, 183, 210, 218]",0.026953808473147555,0.068359375,0.0,0.016511083926810263,False,True
3,33,text_band_0004_08,horizontal_text_band,edge_dense,"[50, 141, 173, 158]",0.02291952259874634,0.041673309948979595,0.0,0.06226811428675495,False,False
3,34,grid_18_0067,grid_patch_18,grid_patch,"[20, 120, 60, 160]",0.02193119088793944,0.03188775510204082,0.0,0.010570932995809006,False,False
3,35,text_band_0000_08,horizontal_text_band,edge_dense,"[50, 137, 173, 154]",0.02156145376324116,0.041673309948979595,0.0,0.07959923265838177,False,False
